Time,Queue length
6435,89
6436,89
6437,89
6438,89
6439,89
6440,89
6441,89
6442,90
6443,90
6444,91
6445,92
6446,92
6447,93
6448,93
6449,94
6450,94
6451,93
6452,93
6453,94
6454,94
6455,94
6456,94
6457,93
6458,93
6459,92
6460,93
6461,93
6462,93
6463,93
6464,93
6465,93
6466,93
6467,93
6468,93
6469,93
6470,93
6471,92
6472,92
6473,92
6474,92
6475,92
6476,92
6477,92
6478,92
6479,91
6480,91
6481,91
6482,91
6483,91
6484,91
6485,92
6486,92
6487,92
6488,92
6489,92
6490,92
6491,92
6492,92
6493,92
6494,92
6495,92
6496,93
6497,93
6498,93
6499,93
6500,94
6501,94
6502,94
6503,96
6504,96
6505,98
6506,98
6507,98
6508,97
6509,97
6510,97
6511,97
6512,97
6513,96
6514,97
6515,98
6516,98
6517,98
6518,97
6519,97
6520,97
6521,97
6522,96
6523,96
6524,96
6525,96
6526,96
6527,96
6528,95
6529,94
6530,94
6531,94
6532,94
6533,94
6534,94
6535,94
6536,94
6537,94
6538,94
6539,94
6540,94
6541,93
6542,93
6543,93
6544,94
6545,93
6546,93
6547,93
6548,93
6549,94
6550,94
6551,94
6552,94
6553,94
6554,94
6555,93
6556,93
6557,93
6558,93
6559,93
6560,93
6561,93
6562,93
6563,93
6564,93
6565,93
6566,93
6567,93
6568,93
6569,93
6570,93
6571,93
6572,93
6573,93
6574,93
6575,93
6576,93
6577,93
6578,93
6579,93
6580,93
6581,94
6582,93
6583,93
6584,93
6585,93
6586,93
6587,93
6588,93
6589,93
6590,92
6591,93
6592,94
6593,94
6594,95
6595,95
6596,94
6597,95
6598,93
6599,93
6600,93
6601,94
6602,94
6603,93
6604,95
6605,95
6606,95
6607,95
6608,95
6609,95
6610,95
6611,95
6612,96
6613,96
6614,96
6615,96
6616,96
6617,96
6618,96
6619,96
6620,97
6621,98
6622,98
6623,98
6624,98
6625,98
6626,98
6627,98
6628,98
6629,97
6630,97
6631,97
6632,98
6633,98
6634,98
6635,98
6636,98
6637,98
6638,98
6639,98
6640,98
6641,98
6642,98
6643,98
6644,98
6645,98
6646,98
6647,98
6648,99
6649,99
6650,99
6651,99
6652,99
6653,99
6654,100
6655,100
6656,100
6657,100
6658,100
6659,100
6660,100
6661,100
6662,99
6663,99
6664,99
6665,99
6666,99
6667,100
6668,100
6669,100
6670,100
6671,99
6672,99
6673,99
6674,99
6675,99
6676,99
6677,99
6678,99
6679,99
6680,99
6681,99
6682,99
6683,97
6684,97
6685,96
6686,96
6687,97
6688,98
6689,98
6690,98
6691,98
6692,98
6693,98
6694,98
6695,98
6696,98
6697,98
6698,99
6699,99
6700,99
6701,99
6702,100
6703,100
6704,99
6705,99
6706,99
6707,100
6708,99
6709,98
6710,98
6711,98
6712,98
6713,98
6714,98
6715,99
6716,99
6717,100
6718,100
6719,100
6720,100
6721,100
6722,100
6723,100
6724,100
6725,100
6726,100
6727,100
6728,100
6729,100
6730,98
6731,98
6732,97
6733,96
6734,96
6735,96
6736,96
6737,96
6738,96
6739,96
6740,96
6741,96
6742,96
6743,96
6744,96
6745,96
6746,96
6747,96
6748,96
6749,96
6750,96
6751,96
6752,96
6753,96
6754,96
6755,95
6756,95
6757,95
6758,95
6759,95
6760,96
6761,96
6762,96
6763,96
6764,96
6765,96
6766,96
6767,96
6768,97
6769,97
6770,96
6771,96
6772,96
6773,96
6774,96
6775,96
6776,97
6777,97
6778,97
6779,97
6780,97
6781,98
6782,99
6783,99
6784,99
6785,98
6786,98
6787,98
6788,98
6789,98
6790,98
6791,97
6792,97
6793,97
6794,97
6795,97
6796,97
6797,97
6798,96
6799,97
6800,97
6801,97
6802,97
6803,98
6804,98
6805,98
6806,98
6807,99
6808,99
6809,100
6810,100
6811,100
6812,100
6813,99
6814,99
6815,99
6816,99
6817,98
6818,98
6819,98
6820,98
6821,98
6822,98
6823,98
6824,99
6825,99
6826,99
6827,99
6828,99
6829,99
6830,99
6831,99
6832,99
6833,99
6834,99
6835,99
6836,99
6837,99
6838,99
6839,100
6840,100
6841,100
6842,100
6843,100
6844,100
6845,100
6846,100
6847,100
6848,100
6849,100
6850,100
6851,100
6852,100
6853,99
6854,99
6855,99
6856,99
6857,99
6858,99
6859,98
6860,98
6861,98
6862,97
6863,97
6864,97
6865,96
6866,97
6867,98
6868,98
6869,98
6870,98
6871,98
6872,98
6873,98
6874,98
6875,98
6876,98
6877,98
6878,99
6879,100
6880,100
6881,100
6882,100
6883,100
6884,100
6885,100
6886,100
6887,99
6888,99
6889,99
6890,99
6891,99
6892,99
6893,99
6894,99
6895,99
6896,99
6897,99
6898,98
6899,98
6900,98
6901,98
6902,98
6903,98
6904,98
6905,97
6906,97
6907,97
6908,96
6909,96
6910,96
6911,95
6912,95
6913,95
6914,96
6915,95
6916,95
6917,96
6918,96
6919,96
6920,96
6921,97
6922,97
6923,96
6924,96
6925,96
6926,96
6927,96
6928,96
6929,96
6930,96
6931,95
6932,95
6933,95
6934,95
6935,95
6936,95
6937,95
6938,95
6939,96
6940,96
6941,96
6942,96
6943,96
6944,96
6945,95
6946,96
6947,96
6948,96
6949,96
6950,97
6951,97
6952,97
6953,97
6954,97
6955,98
6956,98
6957,98
6958,98
6959,98
6960,98
6961,98
6962,99
6963,100
6964,100
6965,100
6966,100
6967,100
6968,100
6969,100
6970,100
6971,100
6972,100
6973,100
6974,100
6975,100
6976,100
6977,100
6978,100
6979,100
6980,100
6981,100
6982,100
6983,100
6984,100
6985,100
6986,100
6987,100
6988,100
6989,100
6990,100
6991,100
6992,100
6993,100
6994,100
6995,100
6996,100
6997,100
6998,100
6999,100
7000,100
7001,100
7002,100
7003,100
7004,100
7005,100
7006,100
7007,100
7008,100
7009,100
7010,100
7011,100
7012,100
7013,100
7014,100
7015,100
7016,99
7017,99
7018,99
7019,98
7020,98
7021,99
7022,99
7023,99
7024,99
7025,99
7026,98
7027,98
7028,98
7029,98
7030,99
7031,99
7032,99
7033,99
7034,99
7035,99
7036,99
7037,99
7038,98
7039,98
7040,98
7041,98
7042,98
7043,98
7044,98
7045,96
7046,96
7047,96
7048,96
7049,97
7050,97
7051,97
7052,97
7053,97
7054,97
7055,97
7056,96
7057,96
7058,96
7059,96
7060,96
7061,96
7062,96
7063,96
7064,96
7065,96
7066,96
7067,96
7068,96
7069,96
7070,95
7071,95
7072,95
7073,93
7074,93
7075,93
7076,94
7077,94
7078,94
7079,94
7080,94
7081,94
7082,93
7083,93
7084,93
7085,93
7086,93
7087,93
7088,93
7089,93
7090,93
7091,93
7092,93
7093,93
7094,93
7095,93
7096,93
7097,93
7098,93
7099,94
7100,97
7101,97
7102,97
7103,97
7104,97
7105,97
7106,97
7107,97
7108,97
7109,98
7110,98
7111,98
7112,99
7113,98
7114,98
7115,98
7116,98
7117,98
7118,99
7119,99
7120,99
7121,99
7122,99
7123,99
7124,99
7125,98
7126,98
7127,98
7128,98
7129,98
7130,98
7131,99
7132,100
7133,100
7134,99
7135,99
7136,100
7137,100
7138,100
7139,100
7140,100
7141,100
7142,100
7143,100
7144,100
7145,100
7146,100
7147,100
7148,100
7149,100
7150,100
7151,100
7152,100
7153,100
7154,100
7155,100
7156,100
7157,100
7158,100
7159,100
7160,100
7161,100
7162,100
7163,100
7164,100
7165,100
7166,100
7167,100
7168,100
7169,100
7170,100
7171,100
7172,99
7173,99
7174,99
7175,99
7176,99
7177,99
7178,99
7179,99
7180,99
7181,99
7182,99
7183,99
7184,99
7185,99
7186,99
7187,98
7188,98
7189,98
7190,97
7191,97
7192,96
7193,96
7194,96
7195,96
7196,96
7197,96
7198,96
7199,96
7200,96
7201,95
7202,95
7203,95
7204,96
7205,96
7206,96
7207,96
7208,96
7209,96
7210,96
7211,96
7212,96
7213,96
7214,96
7215,95
7216,95
7217,95
7218,95
7219,95
7220,94
7221,94
7222,93
7223,92
7224,92
7225,92
7226,92
7227,92
7228,92
7229,92
7230,91
7231,90
7232,90
7233,91
7234,91
7235,92
7236,92
7237,92
7238,91
7239,90
7240,90
7241,90
7242,90
7243,90
7244,90
7245,90
7246,90
7247,90
7248,90
7249,90
7250,90
7251,90
7252,90
7253,90
7254,91
7255,91
7256,90
7257,90
7258,90
7259,91
7260,91
7261,91
7262,91
7263,91
7264,92
7265,92
7266,92
7267,92
7268,92
7269,91
7270,91
7271,91
7272,91
7273,91
7274,91
7275,90
7276,89
7277,89
7278,89
7279,89
7280,89
7281,89
7282,88
7283,88
7284,88
7285,88
7286,88
7287,88
7288,88
7289,88
7290,88
7291,88
7292,88
7293,88
7294,88
7295,88
7296,88
7297,89
7298,89
7299,89
7300,89
7301,89
7302,89
7303,90
7304,90
7305,90
7306,90
7307,90
7308,90
7309,90
7310,89
7311,90
7312,89
7313,89
7314,89
7315,89
7316,89
7317,89
7318,89
7319,88
7320,88
7321,88
7322,88
7323,88
7324,87
7325,87
7326,87
7327,87
7328,87
7329,87
7330,87
7331,87
7332,87
7333,87
7334,87
7335,87
7336,88
7337,88
7338,88
7339,88
7340,88
7341,88
7342,88
7343,89
7344,89
7345,89
7346,89
7347,89
7348,89
7349,90
7350,90
7351,90
7352,90
7353,90
7354,90
7355,90
7356,90
7357,90
7358,90
7359,91
7360,92
7361,92
7362,92
7363,92
7364,92
7365,92
7366,92
7367,92
7368,92
7369,92
7370,92
7371,92
7372,92
7373,92
7374,93
7375,92
7376,92
7377,92
7378,92
7379,93
7380,95
7381,95
7382,95
7383,96
7384,96
7385,96
7386,96
7387,96
7388,96
7389,96
7390,96
7391,96
7392,96
7393,96
7394,96
7395,96
7396,95
7397,94
7398,94
7399,94
7400,94
7401,94
7402,94
7403,94
7404,93
7405,93
7406,93
7407,93
7408,93
7409,93
7410,93
7411,93
7412,93
7413,93
7414,91
7415,90
7416,90
7417,91
7418,91
7419,91
7420,91
7421,91
7422,91
7423,91
7424,91
7425,92
7426,92
7427,92
7428,92
7429,93
7430,93
7431,93
7432,93
7433,93
7434,93
7435,93
7436,92
7437,92
7438,92
7439,92
7440,92
7441,92
7442,92
7443,92
7444,92
7445,91
7446,91
7447,91
7448,91
7449,91
7450,91
7451,91
7452,91
7453,91
7454,91
7455,90
7456,90
7457,90
7458,90
7459,91
7460,91
7461,93
7462,93
7463,93
7464,92
7465,91
7466,91
7467,91
7468,91
7469,91
7470,91
7471,91
7472,91
7473,91
7474,91
7475,91
7476,91
7477,91
7478,91
7479,91
7480,91
7481,91
7482,91
7483,91
7484,91
7485,91
7486,91
7487,91
7488,91
7489,91
7490,92
7491,92
7492,92
7493,93
7494,93
7495,93
7496,93
7497,93
7498,93
7499,93
7500,93
7501,92
7502,92
7503,92
7504,93
7505,93
7506,93
7507,93
7508,94
7509,94
7510,94
7511,94
7512,94
7513,94
7514,94
7515,94
7516,94
7517,94
7518,95
7519,95
7520,95
7521,95
7522,95
7523,96
7524,97
7525,97
7526,97
7527,97
7528,96
7529,96
7530,96
7531,97
7532,96
7533,96
7534,96
7535,95
7536,96
7537,96
7538,96
7539,97
7540,97
7541,95
7542,95
7543,95
7544,95
7545,94
7546,94
7547,94
7548,94
7549,94
7550,94
7551,94
7552,94
7553,94
7554,94
7555,94
7556,94
7557,94
7558,95
7559,95
7560,95
7561,95
7562,95
7563,95
7564,95
7565,95
7566,95
7567,95
7568,95
7569,95
7570,96
7571,96
7572,96
7573,97
7574,97
7575,97
7576,97
7577,98
7578,98
7579,98
7580,99
7581,99
7582,98
7583,98
7584,98
7585,98
7586,98
7587,98
7588,99
7589,99
7590,100
7591,100
7592,99
7593,99
7594,99
7595,99
7596,98
7597,98
7598,98
7599,98
7600,98
7601,99
7602,99
7603,98
7604,98
7605,97
7606,98
7607,97
7608,98
7609,97
7610,97
7611,98
7612,98
7613,98
7614,98
7615,98
7616,98
7617,98
7618,98
7619,98
7620,99
7621,99
7622,99
7623,99
7624,99
7625,98
7626,99
7627,100
7628,100
7629,100
7630,100
7631,100
7632,100
7633,100
7634,100
7635,100
7636,100
7637,100
7638,100
7639,100
7640,100
7641,100
7642,100
7643,100
7644,99
7645,98
7646,97
7647,97
7648,97
7649,97
7650,97
7651,97
7652,97
7653,97
7654,97
7655,97
7656,97
7657,97
7658,96
7659,96
7660,96
7661,95
7662,95
7663,95
7664,94
7665,95
7666,95
7667,95
7668,95
7669,96
7670,96
7671,96
7672,96
7673,96
7674,96
7675,96
7676,96
7677,96
7678,96
7679,96
7680,96
7681,97
7682,97
7683,97
7684,97
7685,97
7686,97
7687,97
7688,97
7689,97
7690,98
7691,98
7692,98
7693,99
7694,99
7695,99
7696,99
7697,99
7698,99
7699,99
7700,99
7701,99
7702,99
7703,99
7704,99
7705,99
7706,99
7707,99
7708,99
7709,97
7710,98
7711,98
7712,99
7713,97
7714,97
7715,97
7716,97
7717,97
7718,97
7719,96
7720,96
7721,96
7722,95
7723,95
7724,95
7725,95
7726,95
7727,95
7728,95
7729,95
7730,95
7731,95
7732,95
7733,95
7734,94
7735,94
7736,94
7737,94
7738,93
7739,93
7740,93
7741,93
7742,93
7743,93
7744,93
7745,93
7746,93
7747,93
7748,93
7749,93
7750,93
7751,94
7752,94
7753,94
7754,95
7755,95
7756,95
7757,95
7758,96
7759,96
7760,96
7761,97
7762,97
7763,97
7764,97
7765,97
7766,97
7767,97
7768,97
7769,97
7770,97
7771,98
7772,98
7773,98
7774,98
7775,98
7776,98
7777,98
7778,98
7779,98
7780,98
7781,98
7782,98
7783,98
7784,98
7785,98
7786,98
7787,98
7788,100
7789,100
7790,99
7791,100
7792,100
7793,100
7794,100
7795,100
7796,100
7797,100
7798,100
7799,100
7800,100
7801,100
7802,100
7803,100
7804,100
7805,100
7806,100
7807,100
7808,100
7809,100
7810,100
7811,100
7812,100
7813,100
7814,99
7815,99
7816,99
7817,98
7818,98
7819,98
7820,98
7821,97
7822,97
7823,97
7824,97
7825,97
7826,97
7827,97
7828,97
7829,98
7830,98
7831,98
7832,98
7833,98
7834,99
7835,99
7836,100
7837,99
7838,99
7839,98
7840,98
7841,98
7842,98
7843,99
7844,99
7845,99
7846,99
7847,99
7848,98
7849,98
7850,98
7851,98
7852,98
7853,99
7854,100
7855,99
7856,99
7857,99
7858,99
7859,100
7860,100
7861,100
7862,100
7863,100
7864,100
7865,100
7866,100
7867,100
7868,100
7869,100
7870,100
7871,100
7872,99
7873,99
7874,99
7875,99
7876,99
7877,99
7878,99
7879,99
7880,99
7881,99
7882,99
7883,99
7884,99
7885,99
7886,99
7887,99
7888,99
7889,99
7890,100
7891,100
7892,100
7893,100
7894,100
7895,99
7896,99
7897,100
7898,100
7899,100
7900,100
7901,100
7902,100
7903,100
7904,100
7905,100
7906,100
7907,100
7908,100
7909,100
7910,99
7911,99
7912,99
7913,98
7914,97
7915,97
7916,97
7917,97
7918,97
7919,95
7920,95
7921,95
7922,95
7923,95
7924,97
7925,98
7926,98
7927,98
7928,97
7929,97
7930,97
7931,98
7932,98
7933,98
7934,95
7935,96
7936,96
7937,95
7938,95
7939,95
7940,95
7941,95
7942,95
7943,95
7944,94
7945,94
7946,94
7947,94
7948,94
7949,94
7950,93
7951,93
7952,93
7953,93
7954,93
7955,94
7956,93
7957,93
7958,93
7959,93
7960,93
7961,93
7962,93
7963,93
7964,93
7965,93
7966,93
7967,94
7968,94
7969,94
7970,94
7971,95
7972,95
7973,95
7974,95
7975,96
7976,96
7977,96
7978,96
7979,96
7980,95
7981,95
7982,95
7983,95
7984,95
7985,95
7986,95
7987,96
7988,96
7989,97
7990,96
7991,96
7992,96
7993,96
7994,96
7995,96
7996,96
7997,96
7998,96
7999,96
8000,95
8001,95
8002,94
8003,94
8004,94
8005,94
8006,94
8007,94
8008,94
8009,94
8010,94
8011,94
8012,94
8013,94
8014,95
8015,94
8016,94
8017,93
8018,93
8019,93
8020,93
8021,93
8022,93
8023,93
8024,94
8025,94
8026,94
8027,94
8028,94
8029,94
8030,93
8031,92
8032,92
8033,92
8034,92
8035,92
8036,92
8037,92
8038,92
8039,91
8040,91
8041,91
8042,91
8043,91
8044,91
8045,91
8046,90
8047,89
8048,89
8049,89
8050,88
8051,88
8052,87
8053,87
8054,87
8055,87
8056,87
8057,87
8058,87
8059,87
8060,87
8061,88
8062,88
8063,88
8064,88
8065,88
8066,87
8067,88
8068,88
8069,88
8070,88
8071,89
8072,89
8073,90
8074,90
8075,90
8076,90
8077,90
8078,90
8079,90
8080,90
8081,90
8082,90
8083,90
8084,90
8085,90
8086,91
8087,91
8088,91
8089,91
8090,91
8091,90
8092,89
8093,89
8094,88
8095,87
8096,86
8097,86
8098,86
8099,86
8100,85
8101,85
8102,85
8103,85
8104,85
8105,85
8106,85
8107,85
8108,85
8109,85
8110,84
8111,84
8112,84
8113,84
8114,84
8115,84
8116,84
8117,85
8118,85
8119,86
8120,86
8121,86
8122,87
8123,87
8124,87
8125,87
8126,87
8127,87
8128,87
8129,87
8130,87
8131,87
8132,87
8133,87
8134,87
8135,87
8136,87
8137,87
8138,87
8139,88
8140,88
8141,88
8142,88
8143,88
8144,88
8145,88
8146,88
8147,88
8148,88
8149,88
8150,88
8151,88
8152,89
8153,89
8154,89
8155,89
8156,89
8157,89
8158,89
8159,89
8160,89
8161,89
8162,90
8163,89
8164,89
8165,90
8166,90
8167,90
8168,90
8169,90
8170,89
8171,89
8172,89
8173,89
8174,89
8175,89
8176,89
8177,89
8178,89
8179,89
8180,89
8181,89
8182,88
8183,87
8184,87
8185,87
8186,87
8187,87
8188,87
8189,88
8190,88
8191,88
8192,88
8193,88
8194,88
8195,87
8196,86
8197,86
8198,86
8199,86
8200,86
8201,86
8202,86
8203,86
8204,86
8205,86
8206,86
8207,86
8208,86
8209,86
8210,86
8211,86
8212,86
8213,86
8214,86
8215,86
8216,85
8217,85
8218,85
8219,84
8220,84
8221,84
8222,84
8223,84
8224,85
8225,85
8226,84
8227,84
8228,82
8229,81
8230,81
8231,81
8232,81
8233,81
8234,81
8235,81
8236,81
8237,81
8238,80
8239,80
8240,81
8241,81
8242,81
8243,81
8244,80
8245,80
8246,79
8247,79
8248,79
8249,79
8250,79
8251,79
8252,78
8253,78
8254,76
8255,76
8256,76
8257,76
8258,76
8259,77
8260,77
8261,77
8262,77
8263,77
8264,77
8265,77
8266,77
8267,77
8268,77
8269,77
8270,77
8271,77
8272,77
8273,77
8274,77
8275,78
8276,78
8277,78
8278,78
8279,78
8280,78
8281,77
8282,77
8283,77
8284,77
8285,77
8286,78
8287,78
8288,78
8289,78
8290,78
8291,77
8292,77
8293,77
8294,77
8295,77
8296,77
8297,77
8298,76
8299,76
8300,76
8301,75
8302,75
8303,75
8304,76
8305,76
8306,76
8307,77
8308,77
8309,77
8310,77
8311,77
8312,77
8313,77
8314,77
8315,77
8316,77
8317,77
8318,77
8319,77
8320,77
8321,77
8322,77
8323,77
8324,77
8325,77
8326,77
8327,77
8328,77
8329,77
8330,77
8331,77
8332,77
8333,77
8334,77
8335,77
8336,77
8337,77
8338,77
8339,77
8340,77
8341,76
8342,76
8343,76
8344,76
8345,76
8346,76
8347,76
8348,76
8349,76
8350,76
8351,76
8352,76
8353,76
8354,76
8355,76
8356,76
8357,76
8358,76
8359,76
8360,76
8361,76
8362,76
8363,76
8364,76
8365,76
8366,76
8367,77
8368,77
8369,77
8370,77
8371,77
8372,77
8373,77
8374,77
8375,77
8376,77
8377,77
8378,77
8379,77
8380,77
8381,77
8382,77
8383,77
8384,78
8385,78
8386,78
8387,78
8388,78
8389,78
8390,78
8391,78
8392,78
8393,78
8394,78
8395,78
8396,78
8397,78
8398,78
8399,78
8400,78
8401,78
8402,78
8403,78
8404,78
8405,78
8406,78
8407,78
8408,79
8409,79
8410,79
8411,79
8412,78
8413,78
8414,78
8415,78
8416,78
8417,78
8418,79
8419,79
8420,79
8421,79
8422,79
8423,79
8424,79
8425,79
8426,78
8427,78
8428,78
8429,78
8430,78
8431,78
8432,77
8433,77
8434,77
8435,77
8436,78
8437,78
8438,78
8439,78
8440,79
8441,79
8442,80
8443,80
8444,80
8445,79
8446,80
8447,79
8448,78
8449,79
8450,79
8451,79
8452,79
8453,79
8454,79
8455,78
8456,78
8457,78
8458,78
8459,78
8460,78
8461,78
8462,78
8463,78
8464,79
8465,79
8466,79
8467,79
8468,78
8469,78
8470,78
8471,78
8472,78
8473,79
8474,79
8475,79
8476,79
8477,79
8478,79
8479,79
8480,79
8481,80
8482,80
8483,81
8484,81
8485,81
8486,81
8487,81
8488,82
8489,83
8490,83
8491,83
8492,83
8493,83
8494,83
8495,83
8496,83
8497,83
8498,83
8499,83
8500,82
8501,82
8502,81
8503,81
8504,81
8505,81
8506,81
8507,81
8508,81
8509,81
8510,81
8511,81
8512,81
8513,81
8514,81
8515,81
8516,81
8517,82
8518,82
8519,82
8520,82
8521,82
8522,83
8523,83
8524,83
8525,83
8526,83
8527,83
8528,83
8529,84
8530,84
8531,84
8532,86
8533,86
8534,86
8535,86
8536,87
8537,87
8538,87
8539,87
8540,87
8541,86
8542,86
8543,86
8544,86
8545,86
8546,85
8547,85
8548,85
8549,85
8550,85
8551,85
8552,85
8553,85
8554,85
8555,86
8556,86
8557,87
8558,87
8559,87
8560,87
8561,87
8562,87
8563,87
8564,88
8565,88
8566,88
8567,87
8568,87
8569,87
8570,86
8571,86
8572,86
8573,86
8574,86
8575,86
8576,86
8577,86
8578,86
8579,86
8580,86
8581,86
8582,86
8583,86
8584,87
8585,89
8586,89
8587,89
8588,89
8589,89
8590,89
8591,89
8592,89
8593,89
8594,89
8595,89
8596,89
8597,89
8598,89
8599,88
8600,88
8601,88
8602,88
8603,88
8604,88
8605,88
8606,89
8607,88
8608,88
8609,89
8610,90
8611,90
8612,90
8613,90
8614,90
8615,90
8616,90
8617,91
8618,91
8619,91
8620,92
8621,92
8622,92
8623,92
8624,92
8625,93
8626,94
8627,94
8628,95
8629,95
8630,95
8631,95
8632,95
8633,95
8634,95
8635,95
8636,95
8637,95
8638,95
8639,96
8640,96
8641,95
8642,95
8643,94
8644,94
8645,95
8646,95
8647,95
8648,95
8649,95
8650,95
8651,95
8652,95
8653,95
8654,97
8655,97
8656,96
8657,96
8658,96
8659,96
8660,96
8661,96
8662,96
8663,96
8664,97
8665,97
8666,98
8667,98
8668,98
8669,98
8670,98
8671,98
8672,98
8673,98
8674,98
8675,98
8676,99
8677,100
8678,100
8679,100
8680,100
8681,99
8682,99
8683,99
8684,99
8685,99
8686,100
8687,99
8688,98
8689,97
8690,97
8691,96
8692,96
8693,96
8694,96
8695,96
8696,96
8697,96
8698,97
8699,97
8700,97
8701,96
8702,96
8703,96
8704,96
8705,96
8706,96
8707,96
8708,96
8709,96
8710,96
8711,96
8712,96
8713,96
8714,96
8715,96
8716,96
8717,96
8718,96
8719,96
8720,96
8721,96
8722,97
8723,97
8724,97
8725,97
8726,96
8727,96
8728,96
8729,96
8730,96
8731,96
8732,96
8733,96
8734,96
8735,95
8736,95
8737,95
8738,94
8739,94
8740,94
8741,94
8742,94
8743,94
8744,95
8745,94
8746,94
8747,94
8748,93
8749,92
8750,92
8751,92
8752,92
8753,92
8754,92
8755,92
8756,92
8757,92
8758,92
8759,92
8760,92
8761,92
8762,92
8763,92
8764,92
8765,92
8766,92
8767,92
8768,91
8769,91
8770,91
8771,91
8772,91
8773,91
8774,91
8775,91
8776,91
8777,91
8778,91
8779,91
8780,91
8781,91
8782,91
8783,91
8784,91
8785,91
8786,91
8787,91
8788,90
8789,90
8790,90
8791,91
8792,90
8793,90
8794,90
8795,90
8796,90
8797,90
8798,90
8799,90
8800,90
8801,90
8802,90
8803,90
8804,90
8805,89
8806,89
8807,89
8808,89
8809,89
8810,90
8811,91
8812,91
8813,91
8814,90
8815,89
8816,89
8817,89
8818,89
8819,89
8820,89
8821,89
8822,89
8823,89
8824,89
8825,89
8826,89
8827,89
8828,89
8829,90
8830,89
8831,89
8832,89
8833,89
8834,88
8835,88
8836,88
8837,89
8838,89
8839,89
8840,89
8841,89
8842,89
8843,90
8844,90
8845,91
8846,91
8847,91
8848,91
8849,91
8850,91
8851,91
8852,91
8853,91
8854,91
8855,91
8856,91
8857,91
8858,91
8859,91
8860,92
8861,92
8862,92
8863,92
8864,92
8865,92
8866,92
8867,92
8868,93
8869,92
8870,92
8871,92
8872,92
8873,92
8874,92
8875,92
8876,91
8877,91
8878,91
8879,91
8880,91
8881,91
8882,92
8883,92
8884,92
8885,92
8886,92
8887,92
8888,92
8889,91
8890,91
8891,91
8892,91
8893,91
8894,91
8895,92
8896,92
8897,92
8898,92
8899,92
8900,92
8901,92
8902,92
8903,92
8904,92
8905,92
8906,92
8907,92
8908,92
8909,92
8910,92
8911,92
8912,92
8913,92
8914,93
8915,93
8916,93
8917,94
8918,94
8919,94
8920,94
8921,94
8922,94
8923,94
8924,93
8925,93
8926,93
8927,93
8928,93
8929,93
8930,93
8931,93
8932,93
8933,93
8934,93
8935,93
8936,93
8937,93
8938,93
8939,93
8940,93
8941,94
8942,94
8943,94
8944,94
8945,95
8946,95
8947,96
8948,96
8949,95
8950,95
8951,95
8952,96
8953,96
8954,96
8955,96
8956,96
8957,96
8958,97
8959,97
8960,96
8961,96
8962,96
8963,96
8964,96
8965,96
8966,96
8967,95
8968,95
8969,95
8970,95
8971,95
8972,95
8973,95
8974,95
8975,95
8976,95
8977,95
8978,96
8979,96
8980,96
8981,96
8982,96
8983,95
8984,95
8985,95
8986,95
8987,95
8988,95
8989,95
8990,95
8991,95
8992,95
8993,95
8994,95
8995,95
8996,95
8997,95
8998,95
8999,96
9000,96
9001,96
9002,96
9003,94
9004,94
9005,94
9006,94
9007,94
9008,93
9009,94
9010,95
9011,95
9012,95
9013,95
9014,95
9015,95
9016,95
9017,95
9018,95
9019,94
9020,94
9021,94
9022,95
9023,94
9024,95
9025,95
9026,95
9027,95
9028,95
9029,95
9030,95
9031,95
9032,95
9033,95
9034,94
9035,94
9036,94
9037,94
9038,94
9039,94
9040,94
9041,93
9042,93
9043,94
9044,94
9045,93
9046,94
9047,94
9048,95
9049,95
9050,95
9051,95
9052,95
9053,96
9054,96
9055,96
9056,97
9057,97
9058,97
9059,98
9060,98
9061,98
9062,98
9063,98
9064,98
9065,98
9066,98
9067,98
9068,98
9069,98
9070,99
9071,98
9072,98
9073,98
9074,98
9075,98
9076,98
9077,98
9078,98
9079,97
9080,97
9081,97
9082,97
9083,97
9084,97
9085,97
9086,97
9087,98
9088,98
9089,98
9090,98
9091,98
9092,98
9093,98
9094,98
9095,98
9096,98
9097,99
9098,99
9099,99
9100,99
9101,99
9102,99
9103,98
9104,98
9105,99
9106,99
9107,99
9108,99
9109,99
9110,99
9111,99
9112,99
9113,99
9114,99
9115,99
9116,100
9117,100
9118,100
9119,99
9120,99
9121,99
9122,100
9123,100
9124,100
9125,100
9126,100
9127,100
9128,100
9129,100
9130,100
9131,100
9132,100
9133,100
9134,100
9135,100
9136,100
9137,100
9138,100
9139,100
9140,100
9141,100
9142,100
9143,100
9144,100
9145,100
9146,100
9147,100
9148,100
9149,100
9150,99
9151,99
9152,99
9153,99
9154,99
9155,99
9156,99
9157,99
9158,99
9159,99
9160,99
9161,100
9162,100
9163,100
9164,100
9165,100
9166,100
9167,100
9168,100
9169,100
9170,100
9171,100
9172,100
9173,100
9174,100
9175,99
9176,100
9177,100
9178,100
9179,100
9180,100
9181,100
9182,100
9183,100
9184,100
9185,100
9186,100
9187,100
9188,100
9189,100
9190,100
9191,100
9192,100
9193,100
9194,100
9195,100
9196,100
9197,100
9198,99
9199,99
9200,99
9201,99
9202,98
9203,98
9204,98
9205,98
9206,98
9207,98
9208,98
9209,98
9210,98
9211,98
9212,98
9213,98
9214,98
9215,98
9216,98
9217,98
9218,98
9219,98
9220,99
9221,99
9222,99
9223,100
9224,100
9225,100
9226,100
9227,100
9228,100
9229,100
9230,100
9231,100
9232,100
